LGA_2021,Region,Year,OBS_VALUE
70540, Belyuen,2002,223
70540, Belyuen,2003,215
70540, Belyuen,2004,209
70540, Belyuen,2005,205
70540, Belyuen,2006,199
70540, Belyuen,2007,199
70540, Belyuen,2008,200
70540, Belyuen,2009,203
70540, Belyuen,2010,207
70540, Belyuen,2011,207
70540, Belyuen,2012,202
70540, Belyuen,2013,199
70540, Belyuen,2014,188
70540, Belyuen,2015,182
70540, Belyuen,2016,175
70540, Belyuen,2017,173
70540, Belyuen,2018,170
70540, Belyuen,2019,169
70540, Belyuen,2020,168
70540, Belyuen,2021,165
14700, Lane Cove,2001,31880
14700, Lane Cove,2002,31749
14700, Lane Cove,2003,31695
14700, Lane Cove,2004,31599
14700, Lane Cove,2005,31538
14700, Lane Cove,2006,31527
14700, Lane Cove,2007,31678
14700, Lane Cove,2008,31918
14700, Lane Cove,2009,32308
14700, Lane Cove,2010,32803
14700, Lane Cove,2011,33233
14700, Lane Cove,2012,33728
14700, Lane Cove,2013,34261
14700, Lane Cove,2014,35196
14700, Lane Cove,2015,36402
14700, Lane Cove,2016,37694
14700, Lane Cove,2017,38595
14700, Lane Cove,2018,39199
14700, Lane Cove,2019,39734
14700, Lane Cove,2020,39995
14700, Lane Cove,2021,39601
32270, Central Highlands (Qld),2001,24581
32270, Central Highlands (Qld),2002,25054
32270, Central Highlands (Qld),2003,25540
32270, Central Highlands (Qld),2004,26141
32270, Central Highlands (Qld),2005,26661
32270, Central Highlands (Qld),2006,27265
32270, Central Highlands (Qld),2007,27596
32270, Central Highlands (Qld),2008,28090
32270, Central Highlands (Qld),2009,28714
32270, Central Highlands (Qld),2010,29082
32270, Central Highlands (Qld),2011,29541
32270, Central Highlands (Qld),2012,29741
32270, Central Highlands (Qld),2013,29782
32270, Central Highlands (Qld),2014,29598
32270, Central Highlands (Qld),2015,29143
32270, Central Highlands (Qld),2016,28690
32270, Central Highlands (Qld),2017,28585
32270, Central Highlands (Qld),2018,28596
32270, Central Highlands (Qld),2019,28608
32270, Central Highlands (Qld),2020,28578
32270, Central Highlands (Qld),2021,28311
41190, Cleve,2001,1939
41190, Cleve,2002,1958
41190, Cleve,2003,1968
41190, Cleve,2004,1976
41190, Cleve,2005,1981
41190, Cleve,2006,2000
41190, Cleve,2007,1970
41190, Cleve,2008,1916
41190, Cleve,2009,1877
41190, Cleve,2010,1852
41190, Cleve,2011,1814
41190, Cleve,2012,1806
41190, Cleve,2013,1806
41190, Cleve,2014,1809
41190, Cleve,2015,1803
41190, Cleve,2016,1816
41190, Cleve,2017,1818
41190, Cleve,2018,1806
41190, Cleve,2019,1796
41190, Cleve,2020,1780
41190, Cleve,2021,1776
52170, Cottesloe,2001,7428
52170, Cottesloe,2002,7487
52170, Cottesloe,2003,7523
52170, Cottesloe,2004,7595
52170, Cottesloe,2005,7581
52170, Cottesloe,2006,7652
52170, Cottesloe,2007,7733
52170, Cottesloe,2008,7884
52170, Cottesloe,2009,8059
52170, Cottesloe,2010,8106
52170, Cottesloe,2011,8236
52170, Cottesloe,2012,8328
52170, Cottesloe,2013,8409
52170, Cottesloe,2014,8370
52170, Cottesloe,2015,8267
52170, Cottesloe,2016,8109
52170, Cottesloe,2017,8149
52170, Cottesloe,2018,8179
52170, Cottesloe,2019,8238
52170, Cottesloe,2020,8362
52170, Cottesloe,2021,8246
12950, Gilgandra,2001,4761
12950, Gilgandra,2002,4730
12950, Gilgandra,2003,4706
12950, Gilgandra,2004,4660
12950, Gilgandra,2005,4652
12950, Gilgandra,2006,4618
12950, Gilgandra,2007,4532
12950, Gilgandra,2008,4471
12950, Gilgandra,2009,4498
12950, Gilgandra,2010,4529
12950, Gilgandra,2011,4515
12950, Gilgandra,2012,4464
12950, Gilgandra,2013,4428
12950, Gilgandra,2014,4382
12950, Gilgandra,2015,4342
12950, Gilgandra,2016,4298
12950, Gilgandra,2017,4302
12950, Gilgandra,2018,4296
12950, Gilgandra,2019,4318
12950, Gilgandra,2020,4321
12950, Gilgandra,2021,4319
74560, Wagait,2001,248
74560, Wagait,2002,263
74560, Wagait,2003,277
74560, Wagait,2004,294
74560, Wagait,2005,310
74560, Wagait,2006,326
74560, Wagait,2007,342
74560, Wagait,2008,361
74560, Wagait,2009,383
74560, Wagait,2010,399
74560, Wagait,2011,420
74560, Wagait,2012,438
74560, Wagait,2013,459
74560, Wagait,2014,467
74560, Wagait,2015,479
74560, Wagait,2016,492
74560, Wagait,2017,488
74560, Wagait,2018,482
74560, Wagait,2019,475
74560, Wagait,2020,473
74560, Wagait,2021,465
17080, Snowy Valleys,2001,15084
17080, Snowy Valleys,2002,15018
17080, Snowy Valleys,2003,15052
17080, Snowy Valleys,2004,14793
17080, Snowy Valleys,2005,14700
17080, Snowy Valleys,2006,14684
17080, Snowy Valleys,2007,14641
17080, Snowy Valleys,2008,14575
17080, Snowy Valleys,2009,14647
17080, Snowy Valleys,2010,14728
17080, Snowy Valleys,2011,14756
17080, Snowy Valleys,2012,14741
17080, Snowy Valleys,2013,14720
17080, Snowy Valleys,2014,14690
17080, Snowy Valleys,2015,14640
17080, Snowy Valleys,2016,14611
17080, Snowy Valleys,2017,14686
17080, Snowy Valleys,2018,14737
17080, Snowy Valleys,2019,14798
17080, Snowy Valleys,2020,14865
17080, Snowy Valleys,2021,14901
50980, Broome,2001,13249
50980, Broome,2002,13606
50980, Broome,2003,13837
50980, Broome,2004,14045
50980, Broome,2005,14219
50980, Broome,2006,14326
50980, Broome,2007,14577
50980, Broome,2008,14924
50980, Broome,2009,15172
50980, Broome,2010,15416
50980, Broome,2011,15737
50980, Broome,2012,16389
50980, Broome,2013,17185
50980, Broome,2014,17100
50980, Broome,2015,17060
50980, Broome,2016,16959
50980, Broome,2017,17229
50980, Broome,2018,17454
50980, Broome,2019,17681
50980, Broome,2020,18014
50980, Broome,2021,18209
21180, Brimbank,2001,167213
21180, Brimbank,2002,168499
21180, Brimbank,2003,169424
21180, Brimbank,2004,170953
21180, Brimbank,2005,172749
21180, Brimbank,2006,174231
21180, Brimbank,2007,177004
21180, Brimbank,2008,180561
21180, Brimbank,2009,185397
21180, Brimbank,2010,188895
21180, Brimbank,2011,191496
21180, Brimbank,2012,193774
21180, Brimbank,2013,196169
21180, Brimbank,2014,198468
21180, Brimbank,2015,200860
21180, Brimbank,2016,204190
21180, Brimbank,2017,206036
21180, Brimbank,2018,206849
21180, Brimbank,2019,206611
21180, Brimbank,2020,203999
21180, Brimbank,2021,196712
22750, Greater Geelong,2001,191534
22750, Greater Geelong,2002,194713
22750, Greater Geelong,2003,196973
22750, Greater Geelong,2004,198541
22750, Greater Geelong,2005,199996
22750, Greater Geelong,2006,201495
22750, Greater Geelong,2007,203802
22750, Greater Geelong,2008,206479
22750, Greater Geelong,2009,209429
22750, Greater Geelong,2010,212585
22750, Greater Geelong,2011,215837
22750, Greater Geelong,2012,219152
22750, Greater Geelong,2013,223357
22750, Greater Geelong,2014,227744
22750, Greater Geelong,2015,232926
22750, Greater Geelong,2016,239529
22750, Greater Geelong,2017,246243
22750, Greater Geelong,2018,252919
22750, Greater Geelong,2019,259780
22750, Greater Geelong,2020,265546
22750, Greater Geelong,2021,270776
24600, Melbourne,2001,55398
24600, Melbourne,2002,60415
24600, Melbourne,2003,65954
24600, Melbourne,2004,71425
24600, Melbourne,2005,76034
24600, Melbourne,2006,80154
24600, Melbourne,2007,85366
24600, Melbourne,2008,89937
24600, Melbourne,2009,94247
24600, Melbourne,2010,97623
24600, Melbourne,2011,100240
24600, Melbourne,2012,107578
24600, Melbourne,2013,118711
24600, Melbourne,2014,127975
24600, Melbourne,2015,136872
24600, Melbourne,2016,146096
24600, Melbourne,2017,156000
24600, Melbourne,2018,163462
24600, Melbourne,2019,169122
24600, Melbourne,2020,170806
24600, Melbourne,2021,153674
53920, Halls Creek,2001,3766
53920, Halls Creek,2002,3796
53920, Halls Creek,2003,3793
53920, Halls Creek,2004,3748
53920, Halls Creek,2005,3747
53920, Halls Creek,2006,3762
53920, Halls Creek,2007,3794
53920, Halls Creek,2008,3845
53920, Halls Creek,2009,3867
53920, Halls Creek,2010,3874
53920, Halls Creek,2011,3893
53920, Halls Creek,2012,3850
53920, Halls Creek,2013,3810
53920, Halls Creek,2014,3734
53920, Halls Creek,2015,3656
53920, Halls Creek,2016,3593
53920, Halls Creek,2017,3622
53920, Halls Creek,2018,3719
53920, Halls Creek,2019,3791
53920, Halls Creek,2020,3941
53920, Halls Creek,2021,4041
34880, Mareeba,2001,18125
34880, Mareeba,2002,18236
34880, Mareeba,2003,18307
34880, Mareeba,2004,18353
34880, Mareeba,2005,18553
34880, Mareeba,2006,18753
34880, Mareeba,2007,19195
34880, Mareeba,2008,19737
34880, Mareeba,2009,20177
34880, Mareeba,2010,20495
34880, Mareeba,2011,20745
34880, Mareeba,2012,20953
34880, Mareeba,2013,21379
34880, Mareeba,2014,21542
34880, Mareeba,2015,21812
34880, Mareeba,2016,22038
34880, Mareeba,2017,22236
34880, Mareeba,2018,22517
34880, Mareeba,2019,22703
34880, Mareeba,2020,23047
34880, Mareeba,2021,23174
32080, Cairns,2001,115373
32080, Cairns,2002,117266
32080, Cairns,2003,120286
32080, Cairns,2004,123392
32080, Cairns,2005,127336
32080, Cairns,2006,131843
32080, Cairns,2007,136251
32080, Cairns,2008,141403
32080, Cairns,2009,145962
32080, Cairns,2010,148943
32080, Cairns,2011,150992
32080, Cairns,2012,154041
32080, Cairns,2013,156764
32080, Cairns,2014,158574
32080, Cairns,2015,159944
32080, Cairns,2016,161573
32080, Cairns,2017,163872
32080, Cairns,2018,165844
32080, Cairns,2019,167342
32080, Cairns,2020,169021
32080, Cairns,2021,169312
19399, Unincorporated NSW,2001,1210
19399, Unincorporated NSW,2002,1189
19399, Unincorporated NSW,2003,1162
19399, Unincorporated NSW,2004,1135
19399, Unincorporated NSW,2005,1114
19399, Unincorporated NSW,2006,1095
19399, Unincorporated NSW,2007,1100
19399, Unincorporated NSW,2008,1107
19399, Unincorporated NSW,2009,1107
19399, Unincorporated NSW,2010,1114
19399, Unincorporated NSW,2011,1119
19399, Unincorporated NSW,2012,1124
19399, Unincorporated NSW,2013,1127
19399, Unincorporated NSW,2014,1134
19399, Unincorporated NSW,2015,1106
19399, Unincorporated NSW,2016,1112
19399, Unincorporated NSW,2017,1109
19399, Unincorporated NSW,2018,1115
19399, Unincorporated NSW,2019,1085
19399, Unincorporated NSW,2020,1054
19399, Unincorporated NSW,2021,1020
52450, Cunderdin,2001,1457
52450, Cunderdin,2002,1426
52450, Cunderdin,2003,1406
52450, Cunderdin,2004,1344
52450, Cunderdin,2005,1322
52450, Cunderdin,2006,1317
52450, Cunderdin,2007,1295
52450, Cunderdin,2008,1295
52450, Cunderdin,2009,1297
52450, Cunderdin,2010,1322
52450, Cunderdin,2011,1347
52450, Cunderdin,2012,1373
52450, Cunderdin,2013,1392
52450, Cunderdin,2014,1411
52450, Cunderdin,2015,1433
52450, Cunderdin,2016,1469
52450, Cunderdin,2017,1446
52450, Cunderdin,2018,1415
52450, Cunderdin,2019,1387
52450, Cunderdin,2020,1361
52450, Cunderdin,2021,1342
35780, Northern Peninsula Area,2001,2055
35780, Northern Peninsula Area,2002,2058
35780, Northern Peninsula Area,2003,2069
35780, Northern Peninsula Area,2004,2074
35780, Northern Peninsula Area,2005,2070
35780, Northern Peninsula Area,2006,2063
35780, Northern Peninsula Area,2007,2168
35780, Northern Peninsula Area,2008,2234
35780, Northern Peninsula Area,2009,2273
35780, Northern Peninsula Area,2010,2391
35780, Northern Peninsula Area,2011,2463
35780, Northern Peninsula Area,2012,2547
35780, Northern Peninsula Area,2013,2620
35780, Northern Peninsula Area,2014,2741
35780, Northern Peninsula Area,2015,2836
35780, Northern Peninsula Area,2016,2945
35780, Northern Peninsula Area,2017,2936
35780, Northern Peninsula Area,2018,2925
35780, Northern Peninsula Area,2019,2908
35780, Northern Peninsula Area,2020,2896
35780, Northern Peninsula Area,2021,2886
72330, MacDonnell,2001,6675
72330, MacDonnell,2002,6756
72330, MacDonnell,2003,6741
72330, MacDonnell,2004,6742
72330, MacDonnell,2005,6767
72330, MacDonnell,2006,6761
72330, MacDonnell,2007,6709
72330, MacDonnell,2008,6707
72330, MacDonnell,2009,6732
72330, MacDonnell,2010,6737
72330, MacDonnell,2011,6710
72330, MacDonnell,2012,6823
72330, MacDonnell,2013,6911
72330, MacDonnell,2014,6875
72330, MacDonnell,2015,6859
72330, MacDonnell,2016,6753
72330, MacDonnell,2017,6708
72330, MacDonnell,2018,6678
72330, MacDonnell,2019,6652
72330, MacDonnell,2020,6579
72330, MacDonnell,2021,6583
36820, Tablelands,2001,21894
36820, Tablelands,2002,22201
36820, Tablelands,2003,22502
36820, Tablelands,2004,22699
36820, Tablelands,2005,22861
36820, Tablelands,2006,23228
36820, Tablelands,2007,23553
36820, Tablelands,2008,23885
36820, Tablelands,2009,24103
36820, Tablelands,2010,24230
36820, Tablelands,2011,24372
36820, Tablelands,2012,24603
36820, Tablelands,2013,24827
36820, Tablelands,2014,25060
36820, Tablelands,2015,25111
36820, Tablelands,2016,25217
36820, Tablelands,2017,25530
36820, Tablelands,2018,25867
36820, Tablelands,2019,26094
36820, Tablelands,2020,26350
36820, Tablelands,2021,26488
44210, Mid Murray,2001,8376
44210, Mid Murray,2002,8357
44210, Mid Murray,2003,8337
44210, Mid Murray,2004,8307
44210, Mid Murray,2005,8253
44210, Mid Murray,2006,8216
44210, Mid Murray,2007,8195
44210, Mid Murray,2008,8199
44210, Mid Murray,2009,8210
44210, Mid Murray,2010,8200
44210, Mid Murray,2011,8225
44210, Mid Murray,2012,8312
44210, Mid Murray,2013,8448
44210, Mid Murray,2014,8599
44210, Mid Murray,2015,8718
44210, Mid Murray,2016,8845
44210, Mid Murray,2017,8991
44210, Mid Murray,2018,9097
44210, Mid Murray,2019,9192
44210, Mid Murray,2020,9281
44210, Mid Murray,2021,9355
33610, Goondiwindi,2001,10219
33610, Goondiwindi,2002,10297
33610, Goondiwindi,2003,10326
33610, Goondiwindi,2004,10306
33610, Goondiwindi,2005,10297
33610, Goondiwindi,2006,10364
33610, Goondiwindi,2007,10468
33610, Goondiwindi,2008,10605
33610, Goondiwindi,2009,10722
33610, Goondiwindi,2010,10823
33610, Goondiwindi,2011,10900
33610, Goondiwindi,2012,10944
33610, Goondiwindi,2013,10952
33610, Goondiwindi,2014,10902
33610, Goondiwindi,2015,10835
33610, Goondiwindi,2016,10813
33610, Goondiwindi,2017,10751
33610, Goondiwindi,2018,10657
33610, Goondiwindi,2019,10615
33610, Goondiwindi,2020,10535
33610, Goondiwindi,2021,10404
54480, Kent,2001,641
54480, Kent,2002,618
54480, Kent,2003,629
54480, Kent,2004,626
54480, Kent,2005,596
54480, Kent,2006,599
54480, Kent,2007,583
54480, Kent,2008,568
54480, Kent,2009,560
54480, Kent,2010,529
54480, Kent,2011,529
54480, Kent,2012,540
54480, Kent,2013,547
54480, Kent,2014,556
54480, Kent,2015,559
54480, Kent,2016,568
54480, Kent,2017,554
54480, Kent,2018,539
54480, Kent,2019,524
54480, Kent,2020,512
54480, Kent,2021,506
55950, Mukinbudin,2001,705
55950, Mukinbudin,2002,697
55950, Mukinbudin,2003,689
55950, Mukinbudin,2004,664
55950, Mukinbudin,2005,643
55950, Mukinbudin,2006,601
55950, Mukinbudin,2007,567
55950, Mukinbudin,2008,558
55950, Mukinbudin,2009,537
55950, Mukinbudin,2010,509
55950, Mukinbudin,2011,502
55950, Mukinbudin,2012,528
55950, Mukinbudin,2013,545
55950, Mukinbudin,2014,549
55950, Mukinbudin,2015,551
55950, Mukinbudin,2016,553
55950, Mukinbudin,2017,558
55950, Mukinbudin,2018,563
55950, Mukinbudin,2019,577
55950, Mukinbudin,2020,582
55950, Mukinbudin,2021,593
12000, Coolamon,2001,4090
12000, Coolamon,2002,4078
12000, Coolamon,2003,4072
12000, Coolamon,2004,4066
12000, Coolamon,2005,4072
12000, Coolamon,2006,4097
12000, Coolamon,2007,4116
12000, Coolamon,2008,4145
12000, Coolamon,2009,4187
12000, Coolamon,2010,4216
12000, Coolamon,2011,4236
12000, Coolamon,2012,4278
12000, Coolamon,2013,4328
12000, Coolamon,2014,4357
12000, Coolamon,2015,4366
12000, Coolamon,2016,4390
12000, Coolamon,2017,4420
12000, Coolamon,2018,4409
12000, Coolamon,2019,4406
12000, Coolamon,2020,4396
12000, Coolamon,2021,4401
17350, Temora,2001,6288
17350, Temora,2002,6221
17350, Temora,2003,6123
17350, Temora,2004,6039
17350, Temora,2005,6016
17350, Temora,2006,6008
17350, Temora,2007,5977
17350, Temora,2008,5959
17350, Temora,2009,5936
17350, Temora,2010,5951
17350, Temora,2011,5953
17350, Temora,2012,6002
17350, Temora,2013,6055
17350, Temora,2014,6098
17350, Temora,2015,6165
17350, Temora,2016,6210
17350, Temora,2017,6159
17350, Temora,2018,6133
17350, Temora,2019,6107
17350, Temora,2020,6066
17350, Temora,2021,6012
62610, Glenorchy,2001,43805
62610, Glenorchy,2002,43729
62610, Glenorchy,2003,44038
62610, Glenorchy,2004,44119
62610, Glenorchy,2005,43850
62610, Glenorchy,2006,43844
62610, Glenorchy,2007,44179
62610, Glenorchy,2008,44542
62610, Glenorchy,2009,44947
62610, Glenorchy,2010,45244
62610, Glenorchy,2011,45402
62610, Glenorchy,2012,45555
62610, Glenorchy,2013,45745
62610, Glenorchy,2014,46044
62610, Glenorchy,2015,46307
62610, Glenorchy,2016,46722
62610, Glenorchy,2017,48065
62610, Glenorchy,2018,49343
62610, Glenorchy,2019,50483
62610, Glenorchy,2020,51202
62610, Glenorchy,2021,51233
33830, Hope Vale,2001,875
33830, Hope Vale,2002,867
33830, Hope Vale,2003,850
33830, Hope Vale,2004,831
33830, Hope Vale,2005,824
33830, Hope Vale,2006,812
33830, Hope Vale,2007,850
33830, Hope Vale,2008,897
33830, Hope Vale,2009,955
33830, Hope Vale,2010,1011
33830, Hope Vale,2011,1052
33830, Hope Vale,2012,1059
33830, Hope Vale,2013,1043
33830, Hope Vale,2014,1030
33830, Hope Vale,2015,1009
33830, Hope Vale,2016,1014
33830, Hope Vale,2017,1006
33830, Hope Vale,2018,1012
33830, Hope Vale,2019,1014
33830, Hope Vale,2020,1009
33830, Hope Vale,2021,999
50770, Boyup Brook,2001,1649
50770, Boyup Brook,2002,1654
50770, Boyup Brook,2003,1622
50770, Boyup Brook,2004,1578
50770, Boyup Brook,2005,1572
50770, Boyup Brook,2006,1563
50770, Boyup Brook,2007,1564
50770, Boyup Brook,2008,1570
50770, Boyup Brook,2009,1591
50770, Boyup Brook,2010,1592
50770, Boyup Brook,2011,1617
50770, Boyup Brook,2012,1656
50770, Boyup Brook,2013,1667
50770, Boyup Brook,2014,1687
50770, Boyup Brook,2015,1681
50770, Boyup Brook,2016,1722
50770, Boyup Brook,2017,1739
50770, Boyup Brook,2018,1788
50770, Boyup Brook,2019,1812
50770, Boyup Brook,2020,1837
50770, Boyup Brook,2021,1874
51080, Broomehill-Tambellup,2001,1260
51080, Broomehill-Tambellup,2002,1245
51080, Broomehill-Tambellup,2003,1237
51080, Broomehill-Tambellup,2004,1222
51080, Broomehill-Tambellup,2005,1204
51080, Broomehill-Tambellup,2006,1208
51080, Broomehill-Tambellup,2007,1183
51080, Broomehill-Tambellup,2008,1175
51080, Broomehill-Tambellup,2009,1198
51080, Broomehill-Tambellup,2010,1177
51080, Broomehill-Tambellup,2011,1178
51080, Broomehill-Tambellup,2012,1185
51080, Broomehill-Tambellup,2013,1194
51080, Broomehill-Tambellup,2014,1191
51080, Broomehill-Tambellup,2015,1180
51080, Broomehill-Tambellup,2016,1164
51080, Broomehill-Tambellup,2017,1153
51080, Broomehill-Tambellup,2018,1135
51080, Broomehill-Tambellup,2019,1115
51080, Broomehill-Tambellup,2020,1102
51080, Broomehill-Tambellup,2021,1089
17310, Tamworth Regional,2001,53557
17310, Tamworth Regional,2002,53831
17310, Tamworth Regional,2003,54016
17310, Tamworth Regional,2004,54111
17310, Tamworth Regional,2005,54363
17310, Tamworth Regional,2006,54887
17310, Tamworth Regional,2007,55607
17310, Tamworth Regional,2008,56148
17310, Tamworth Regional,2009,56814
17310, Tamworth Regional,2010,57650
17310, Tamworth Regional,2011,58228
17310, Tamworth Regional,2012,58699
17310, Tamworth Regional,2013,59240
17310, Tamworth Regional,2014,59872
17310, Tamworth Regional,2015,60432
17310, Tamworth Regional,2016,60990
17310, Tamworth Regional,2017,61725
17310, Tamworth Regional,2018,62445
17310, Tamworth Regional,2019,63093
17310, Tamworth Regional,2020,63287
17310, Tamworth Regional,2021,63652
15240, Mid-Coast,2001,81291
15240, Mid-Coast,2002,82081
15240, Mid-Coast,2003,83014
15240, Mid-Coast,2004,83730
15240, Mid-Coast,2005,84281
15240, Mid-Coast,2006,84579
15240, Mid-Coast,2007,85325
15240, Mid-Coast,2008,86091
15240, Mid-Coast,2009,86942
15240, Mid-Coast,2010,87948
15240, Mid-Coast,2011,88818
15240, Mid-Coast,2012,89308
15240, Mid-Coast,2013,89940
15240, Mid-Coast,2014,90468
15240, Mid-Coast,2015,91038
15240, Mid-Coast,2016,91801
15240, Mid-Coast,2017,92849
15240, Mid-Coast,2018,93794
15240, Mid-Coast,2019,94671
15240, Mid-Coast,2020,95531
15240, Mid-Coast,2021,96425
27450, Yarra Ranges,2001,141674
27450, Yarra Ranges,2002,142449
27450, Yarra Ranges,2003,142928
27450, Yarra Ranges,2004,142827
27450, Yarra Ranges,2005,142928
27450, Yarra Ranges,2006,143393
27450, Yarra Ranges,2007,144485
27450, Yarra Ranges,2008,145884
27450, Yarra Ranges,2009,147663
27450, Yarra Ranges,2010,148473
27450, Yarra Ranges,2011,148901
27450, Yarra Ranges,2012,149864
27450, Yarra Ranges,2013,150902
27450, Yarra Ranges,2014,151968
27450, Yarra Ranges,2015,153391
27450, Yarra Ranges,2016,155226
27450, Yarra Ranges,2017,156621
27450, Yarra Ranges,2018,157696
27450, Yarra Ranges,2019,158585
27450, Yarra Ranges,2020,158657
27450, Yarra Ranges,2021,157419
31950, Burke,2001,490
31950, Burke,2002,496
31950, Burke,2003,501
31950, Burke,2004,492
31950, Burke,2005,506
31950, Burke,2006,512
31950, Burke,2007,532
31950, Burke,2008,542
31950, Burke,2009,543
31950, Burke,2010,549
31950, Burke,2011,557
31950, Burke,2012,551
31950, Burke,2013,506
31950, Burke,2014,450
31950, Burke,2015,396
31950, Burke,2016,342
31950, Burke,2017,362
31950, Burke,2018,381
31950, Burke,2019,399
31950, Burke,2020,415
31950, Burke,2021,430
33430, Gold Coast,2001,379679
33430, Gold Coast,2002,394631
33430, Gold Coast,2003,410545
33430, Gold Coast,2004,424005
33430, Gold Coast,2005,436671
33430, Gold Coast,2006,450075
33430, Gold Coast,2007,466940
33430, Gold Coast,2008,481569
33430, Gold Coast,2009,495835
33430, Gold Coast,2010,506135
33430, Gold Coast,2011,515202
33430, Gold Coast,2012,528342
33430, Gold Coast,2013,540687
33430, Gold Coast,2014,550718
33430, Gold Coast,2015,561629
33430, Gold Coast,2016,575303
33430, Gold Coast,2017,589328
33430, Gold Coast,2018,602890
33430, Gold Coast,2019,615110
33430, Gold Coast,2020,627430
33430, Gold Coast,2021,633764
58570, Vincent,2001,27071
58570, Vincent,2002,27450
58570, Vincent,2003,28026
58570, Vincent,2004,28290
58570, Vincent,2005,28782
58570, Vincent,2006,29261
58570, Vincent,2007,30279
58570, Vincent,2008,31155
58570, Vincent,2009,32000
58570, Vincent,2010,32748
58570, Vincent,2011,33857
58570, Vincent,2012,34733
58570, Vincent,2013,35442
58570, Vincent,2014,35631
58570, Vincent,2015,35663
58570, Vincent,2016,35674
58570, Vincent,2017,35886
58570, Vincent,2018,36337
58570, Vincent,2019,36965
58570, Vincent,2020,37815
58570, Vincent,2021,37865
53080, Dundas,2001,1262
53080, Dundas,2002,1240
53080, Dundas,2003,1223
53080, Dundas,2004,1182
53080, Dundas,2005,1155
53080, Dundas,2006,1127
53080, Dundas,2007,1119
53080, Dundas,2008,1149
53080, Dundas,2009,1162
53080, Dundas,2010,1160
53080, Dundas,2011,1184
53080, Dundas,2012,1134
53080, Dundas,2013,1069
53080, Dundas,2014,979
53080, Dundas,2015,894
53080, Dundas,2016,788
53080, Dundas,2017,759
53080, Dundas,2018,728
53080, Dundas,2019,706
53080, Dundas,2020,699
53080, Dundas,2021,699
54760, Kulin,2001,910
54760, Kulin,2002,906
54760, Kulin,2003,910
54760, Kulin,2004,906
54760, Kulin,2005,912
54760, Kulin,2006,922
54760, Kulin,2007,882
54760, Kulin,2008,865
54760, Kulin,2009,855
54760, Kulin,2010,854
54760, Kulin,2011,855
54760, Kulin,2012,849
54760, Kulin,2013,831
54760, Kulin,2014,804
54760, Kulin,2015,787
54760, Kulin,2016,783
54760, Kulin,2017,781
54760, Kulin,2018,783
54760, Kulin,2019,783
54760, Kulin,2020,794
54760, Kulin,2021,791
13550, Gunnedah,2001,12306
13550, Gunnedah,2002,12193
13550, Gunnedah,2003,12036
13550, Gunnedah,2004,11892
13550, Gunnedah,2005,11792
13550, Gunnedah,2006,11782
13550, Gunnedah,2007,11879
13550, Gunnedah,2008,11987
13550, Gunnedah,2009,12151
13550, Gunnedah,2010,12344
13550, Gunnedah,2011,12519
13550, Gunnedah,2012,12514
13550, Gunnedah,2013,12481
13550, Gunnedah,2014,12468
13550, Gunnedah,2015,12447
13550, Gunnedah,2016,12491
13550, Gunnedah,2017,12655
13550, Gunnedah,2018,12787
13550, Gunnedah,2019,12903
13550, Gunnedah,2020,13001
13550, Gunnedah,2021,13085
72800, Palmerston,2001,22418
72800, Palmerston,2002,23037
72800, Palmerston,2003,23179
72800, Palmerston,2004,23507
72800, Palmerston,2005,24156
72800, Palmerston,2006,25163
72800, Palmerston,2007,26219
72800, Palmerston,2008,27586
72800, Palmerston,2009,28636
72800, Palmerston,2010,29178
72800, Palmerston,2011,29385
72800, Palmerston,2012,30623
72800, Palmerston,2013,32462
72800, Palmerston,2014,34001
72800, Palmerston,2015,35224
72800, Palmerston,2016,35978
72800, Palmerston,2017,36890
72800, Palmerston,2018,37736
72800, Palmerston,2019,38288
72800, Palmerston,2020,39020
72800, Palmerston,2021,39587
21890, Darebin,2001,127067
21890, Darebin,2002,127359
21890, Darebin,2003,127711
21890, Darebin,2004,128735
21890, Darebin,2005,130298
21890, Darebin,2006,132299
21890, Darebin,2007,134748
21890, Darebin,2008,137525
21890, Darebin,2009,140289
21890, Darebin,2010,141780
21890, Darebin,2011,142942
21890, Darebin,2012,144986
21890, Darebin,2013,147272
21890, Darebin,2014,149511
21890, Darebin,2015,151974
21890, Darebin,2016,155126
21890, Darebin,2017,156462
21890, Darebin,2018,156999
21890, Darebin,2019,157162
21890, Darebin,2020,156873
21890, Darebin,2021,150335
56370, Narembeen,2001,963
56370, Narembeen,2002,964
56370, Narembeen,2003,977
56370, Narembeen,2004,960
56370, Narembeen,2005,952
56370, Narembeen,2006,945
56370, Narembeen,2007,890
56370, Narembeen,2008,856
56370, Narembeen,2009,846
56370, Narembeen,2010,836
56370, Narembeen,2011,839
56370, Narembeen,2012,836
56370, Narembeen,2013,826
56370, Narembeen,2014,818
56370, Narembeen,2015,820
56370, Narembeen,2016,815
56370, Narembeen,2017,822
56370, Narembeen,2018,827
56370, Narembeen,2019,832
56370, Narembeen,2020,830
56370, Narembeen,2021,820
26080, Queenscliffe,2001,3226
26080, Queenscliffe,2002,3196
26080, Queenscliffe,2003,3158
26080, Queenscliffe,2004,3119
26080, Queenscliffe,2005,3104
26080, Queenscliffe,2006,3086
26080, Queenscliffe,2007,3081
26080, Queenscliffe,2008,3077
26080, Queenscliffe,2009,3065
26080, Queenscliffe,2010,3059
26080, Queenscliffe,2011,3061
