LGA_2021,Region,Year,Population Density
56230, Murray,2005,7.200601502
56230, Murray,2006,7.350883092
56230, Murray,2007,7.525233218
56230, Murray,2008,7.911503868
56230, Murray,2009,8.303057855
56230, Murray,2010,8.562528413
56230, Murray,2011,8.672304418
56230, Murray,2012,9.084404716
56230, Murray,2013,9.443671642
56230, Murray,2014,9.710773687
56230, Murray,2015,9.926216436
56230, Murray,2016,10.05360356
56230, Murray,2017,10.20388515
56230, Murray,2018,10.37236491
56230, Murray,2019,10.55258541
56230, Murray,2020,10.74806888
56230, Murray,2021,10.94296532
73600, Roper Gulf,2001,0.034160585
73600, Roper Gulf,2002,0.034198379
73600, Roper Gulf,2003,0.034020207
73600, Roper Gulf,2004,0.034036404
73600, Roper Gulf,2005,0.034295565
73600, Roper Gulf,2006,0.034678906
73600, Roper Gulf,2007,0.03530521
73600, Roper Gulf,2008,0.036314856
73600, Roper Gulf,2009,0.037448683
73600, Roper Gulf,2010,0.038031794
73600, Roper Gulf,2011,0.038020996
73600, Roper Gulf,2012,0.038555514
73600, Roper Gulf,2013,0.03891186
73600, Roper Gulf,2014,0.039262806
73600, Roper Gulf,2015,0.039602954
73600, Roper Gulf,2016,0.039570559
73600, Roper Gulf,2017,0.039538164
73600, Roper Gulf,2018,0.039640749
73600, Roper Gulf,2019,0.039808123
73600, Roper Gulf,2020,0.040013292
73600, Roper Gulf,2021,0.040180666
58470, Upper Gascoyne,2001,0.006158118
58470, Upper Gascoyne,2002,0.006158118
58470, Upper Gascoyne,2003,0.006019733
58470, Upper Gascoyne,2004,0.00586405
58470, Upper Gascoyne,2005,0.005742964
58470, Upper Gascoyne,2006,0.005310512
58470, Upper Gascoyne,2007,0.005120233
58470, Upper Gascoyne,2008,0.004705079
58470, Upper Gascoyne,2009,0.004532098
58470, Upper Gascoyne,2010,0.004549396
58470, Upper Gascoyne,2011,0.004376415
58470, Upper Gascoyne,2012,0.004497502
58470, Upper Gascoyne,2013,0.004670482
58470, Upper Gascoyne,2014,0.004756973
58470, Upper Gascoyne,2015,0.004808867
58470, Upper Gascoyne,2016,0.004878059
58470, Upper Gascoyne,2017,0.004411011
58470, Upper Gascoyne,2018,0.004047751
58470, Upper Gascoyne,2019,0.00378828
58470, Upper Gascoyne,2020,0.003476915
58470, Upper Gascoyne,2021,0.003113655
63210, Kentish,2001,4.804578629
63210, Kentish,2002,4.808903183
63210, Kentish,2003,4.878960945
63210, Kentish,2004,4.967181831
63210, Kentish,2005,5.069241287
63210, Kentish,2006,5.159191994
63210, Kentish,2007,5.216276096
63210, Kentish,2008,5.313146088
63210, Kentish,2009,5.44980197
63210, Kentish,2010,5.504291341
63210, Kentish,2011,5.508615894
63210, Kentish,2012,5.493047502
63210, Kentish,2013,5.478344021
63210, Kentish,2014,5.46364054
63210, Kentish,2015,5.43682831
63210, Kentish,2016,5.416935366
63210, Kentish,2017,5.4766142
63210, Kentish,2018,5.550131605
63210, Kentish,2019,5.631433205
63210, Kentish,2020,5.750790874
63210, Kentish,2021,5.862364347
60610, Burnie,2001,31.22499807
60610, Burnie,2002,31.24627631
60610, Burnie,2003,31.59818565
60610, Burnie,2004,31.89280743
60610, Burnie,2005,31.99428827
60610, Burnie,2006,32.32328258
60610, Burnie,2007,32.42803699
60610, Burnie,2008,32.55079607
60610, Burnie,2009,32.74393701
60610, Burnie,2010,32.85523857
60610, Burnie,2011,33.00418625
60610, Burnie,2012,32.70465411
60610, Burnie,2013,32.3347401
60610, Burnie,2014,32.02375044
60610, Burnie,2015,31.76677478
60610, Burnie,2016,31.472153
60610, Burnie,2017,31.77332193
60610, Burnie,2018,32.25617429
60610, Burnie,2019,32.84378106
60610, Burnie,2020,33.37737383
60610, Burnie,2021,33.45757643
14920, Liverpool Plains,2001,1.569583553
14920, Liverpool Plains,2002,1.562303298
14920, Liverpool Plains,2003,1.546365443
14920, Liverpool Plains,2004,1.534166097
14920, Liverpool Plains,2005,1.522163515
14920, Liverpool Plains,2006,1.518425006
14920, Liverpool Plains,2007,1.519015297
14920, Liverpool Plains,2008,1.518425006
14920, Liverpool Plains,2009,1.51862177
14920, Liverpool Plains,2010,1.522557043
14920, Liverpool Plains,2011,1.527082606
14920, Liverpool Plains,2012,1.532001697
14920, Liverpool Plains,2013,1.537117552
14920, Liverpool Plains,2014,1.540856061
14920, Liverpool Plains,2015,1.542036643
14920, Liverpool Plains,2016,1.544004279
14920, Liverpool Plains,2017,1.539675479
14920, Liverpool Plains,2018,1.534559625
14920, Liverpool Plains,2019,1.528853479
14920, Liverpool Plains,2020,1.512915624
14920, Liverpool Plains,2021,1.49697777
27350, Yarra,2001,3506.378537
27350, Yarra,2002,3552.074751
27350, Yarra,2003,3587.894853
27350, Yarra,2004,3623.510268
27350, Yarra,2005,3669.974056
27350, Yarra,2006,3725.699899
27350, Yarra,2007,3801.484999
27350, Yarra,2008,3882.284913
27350, Yarra,2009,3956.125493
27350, Yarra,2010,4013.386484
27350, Yarra,2011,4037.590638
27350, Yarra,2012,4158.611408
27350, Yarra,2013,4296.467626
27350, Yarra,2014,4463.593984
27350, Yarra,2015,4601.501374
27350, Yarra,2016,4753.532118
27350, Yarra,2017,4833.922659
27350, Yarra,2018,4883.814943
27350, Yarra,2019,4935.958776
27350, Yarra,2020,4940.461875
27350, Yarra,2021,4684.399322
24970, Monash,2001,1989.803996
24970, Monash,2002,1993.424387
24970, Monash,2003,1998.259758
24970, Monash,2004,2006.494614
24970, Monash,2005,2024.338849
24970, Monash,2006,2049.6325
24970, Monash,2007,2075.834316
24970, Monash,2008,2102.539306
24970, Monash,2009,2140.30183
24970, Monash,2010,2156.661091
24970, Monash,2011,2176.468928
24970, Monash,2012,2212.881476
24970, Monash,2013,2248.999483
24970, Monash,2014,2284.52841
24970, Monash,2015,2321.640491
24970, Monash,2016,2363.992936
24970, Monash,2017,2400.626389
24970, Monash,2018,2429.000441
24970, Monash,2019,2450.280979
24970, Monash,2020,2462.381678
24970, Monash,2021,2369.221027
42600, Holdfast Bay,2001,2435.282141
42600, Holdfast Bay,2002,2432.155323
42600, Holdfast Bay,2003,2447.134962
42600, Holdfast Bay,2004,2452.734148
42600, Holdfast Bay,2005,2472.876672
42600, Holdfast Bay,2006,2499.34555
42600, Holdfast Bay,2007,2531.777196
42600, Holdfast Bay,2008,2572.353112
42600, Holdfast Bay,2009,2592.350204
42600, Holdfast Bay,2010,2613.438045
42600, Holdfast Bay,2011,2626.527051
42600, Holdfast Bay,2012,2633.435137
42600, Holdfast Bay,2013,2638.307155
42600, Holdfast Bay,2014,2643.542757
42600, Holdfast Bay,2015,2648.705643
42600, Holdfast Bay,2016,2656.849913
42600, Holdfast Bay,2017,2669.793485
42600, Holdfast Bay,2018,2693.353694
42600, Holdfast Bay,2019,2724.549156
42600, Holdfast Bay,2020,2747.963933
42600, Holdfast Bay,2021,2753.635835
51260, Busselton,2001,15.94992307
51260, Busselton,2002,16.3976378
51260, Busselton,2003,16.68786148
51260, Busselton,2004,16.90518537
51260, Busselton,2005,17.87832874
51260, Busselton,2006,18.37005843
51260, Busselton,2007,18.70429708
51260, Busselton,2008,19.52682674
51260, Busselton,2009,20.35417055
51260, Busselton,2010,21.08867028
51260, Busselton,2011,21.67943364
51260, Busselton,2012,22.84032835
51260, Busselton,2013,23.8616131
51260, Busselton,2014,24.70133611
51260, Busselton,2015,25.40488782
51260, Busselton,2016,25.97295597
51260, Busselton,2017,26.57747401
51260, Busselton,2018,27.06232636
51260, Busselton,2019,27.67647267
51260, Busselton,2020,28.28924352
51260, Busselton,2021,28.88894742
22310, Glen Eira,2001,3162.147074
22310, Glen Eira,2002,3184.141967
22310, Glen Eira,2003,3200.140602
22310, Glen Eira,2004,3231.698492
22310, Glen Eira,2005,3269.123409
22310, Glen Eira,2006,3320.530979
22310, Glen Eira,2007,3373.515151
22310, Glen Eira,2008,3434.925098
22310, Glen Eira,2009,3499.901785
22310, Glen Eira,2010,3528.358163
22310, Glen Eira,2011,3544.822025
22310, Glen Eira,2012,3595.583446
22310, Glen Eira,2013,3650.997136
22310, Glen Eira,2014,3713.906148
22310, Glen Eira,2015,3771.542589
22310, Glen Eira,2016,3840.266937
22310, Glen Eira,2017,3893.56126
22310, Glen Eira,2018,3936.103673
22310, Glen Eira,2019,3975.31196
22310, Glen Eira,2020,3992.732122
22310, Glen Eira,2021,3894.595098
56090, Mundaring,2001,55.0605316
56090, Mundaring,2002,55.44143885
56090, Mundaring,2003,55.69019461
56090, Mundaring,2004,55.81457249
56090, Mundaring,2005,56.27321591
56090, Mundaring,2006,56.47688468
56090, Mundaring,2007,56.85468249
56090, Mundaring,2008,57.39106208
56090, Mundaring,2009,58.24926944
56090, Mundaring,2010,58.89758912
56090, Mundaring,2011,59.64541111
56090, Mundaring,2012,60.73371754
56090, Mundaring,2013,61.63545715
56090, Mundaring,2014,61.64634021
56090, Mundaring,2015,61.50952455
56090, Mundaring,2016,60.97159023
56090, Mundaring,2017,60.92494852
56090, Mundaring,2018,61.47843008
56090, Mundaring,2019,62.08788168
56090, Mundaring,2020,62.86990758
56090, Mundaring,2021,63.0300441
37570, Wujal Wujal,2001,30.9069414
37570, Wujal Wujal,2002,30.48471542
37570, Wujal Wujal,2003,30.06248944
37570, Wujal Wujal,2004,29.30248269
37570, Wujal Wujal,2005,28.88025671
37570, Wujal Wujal,2006,28.37358554
37570, Wujal Wujal,2007,27.4446884
37570, Wujal Wujal,2008,26.93801723
37570, Wujal Wujal,2009,26.26245567
37570, Wujal Wujal,2010,25.08022294
37570, Wujal Wujal,2011,24.23577098
37570, Wujal Wujal,2012,24.23577098
37570, Wujal Wujal,2013,24.40466137
37570, Wujal Wujal,2014,24.57355176
37570, Wujal Wujal,2015,24.23577098
37570, Wujal Wujal,2016,24.65799696
37570, Wujal Wujal,2017,24.65799696
37570, Wujal Wujal,2018,24.48910657
37570, Wujal Wujal,2019,24.40466137
37570, Wujal Wujal,2020,24.23577098
37570, Wujal Wujal,2021,23.9824354
30900, Boulia,2001,0.009292937
30900, Boulia,2002,0.008767542
30900, Boulia,2003,0.008242146
30900, Boulia,2004,0.00783168
30900, Boulia,2005,0.007486889
30900, Boulia,2006,0.00712568
30900, Boulia,2007,0.007027168
30900, Boulia,2008,0.007273447
30900, Boulia,2009,0.007486889
30900, Boulia,2010,0.007963029
30900, Boulia,2011,0.008094378
30900, Boulia,2012,0.007979448
30900, Boulia,2013,0.007897355
30900, Boulia,2014,0.007766006
30900, Boulia,2015,0.007536145
30900, Boulia,2016,0.007158517
30900, Boulia,2017,0.007142098
30900, Boulia,2018,0.007339122
30900, Boulia,2019,0.007454052
30900, Boulia,2020,0.007519727
30900, Boulia,2021,0.00771675
14100, Hunters Hill,2001,2325.735976
14100, Hunters Hill,2002,2346.026693
14100, Hunters Hill,2003,2363.51869
14100, Hunters Hill,2004,2384.334167
14100, Hunters Hill,2005,2385.208767
14100, Hunters Hill,2006,2389.756686
14100, Hunters Hill,2007,2399.202365
14100, Hunters Hill,2008,2403.750284
14100, Hunters Hill,2009,2420.017842
14100, Hunters Hill,2010,2423.341321
14100, Hunters Hill,2011,2430.86288
14100, Hunters Hill,2012,2461.124036
14100, Hunters Hill,2013,2491.210271
14100, Hunters Hill,2014,2523.745386
14100, Hunters Hill,2015,2543.336424
14100, Hunters Hill,2016,2563.627141
14100, Hunters Hill,2017,2556.105582
14100, Hunters Hill,2018,2527.243786
14100, Hunters Hill,2019,2484.738232
14100, Hunters Hill,2020,2438.909199
14100, Hunters Hill,2021,2377.337368
40910, Campbelltown (SA),2001,1911.575662
40910, Campbelltown (SA),2002,1916.380886
40910, Campbelltown (SA),2003,1922.130727
40910, Campbelltown (SA),2004,1925.498491
40910, Campbelltown (SA),2005,1932.726862
40910, Campbelltown (SA),2006,1946.033637
40910, Campbelltown (SA),2007,1966.691993
40910, Campbelltown (SA),2008,1986.939647
40910, Campbelltown (SA),2009,2015.196008
40910, Campbelltown (SA),2010,2034.252623
40910, Campbelltown (SA),2011,2044.807688
40910, Campbelltown (SA),2012,2063.535741
40910, Campbelltown (SA),2013,2073.064049
40910, Campbelltown (SA),2014,2082.961989
40910, Campbelltown (SA),2015,2091.997454
40910, Campbelltown (SA),2016,2097.870505
40910, Campbelltown (SA),2017,2123.210875
40910, Campbelltown (SA),2018,2154.095735
40910, Campbelltown (SA),2019,2204.612194
40910, Campbelltown (SA),2020,2258.208925
40910, Campbelltown (SA),2021,2278.374438
60810, Central Coast (Tas.),2001,22.76524289
60810, Central Coast (Tas.),2002,22.63342268
60810, Central Coast (Tas.),2003,22.73416333
60810, Central Coast (Tas.),2004,22.80060929
60810, Central Coast (Tas.),2005,22.69236668
60810, Central Coast (Tas.),2006,22.96458077
60810, Central Coast (Tas.),2007,23.19178308
60810, Central Coast (Tas.),2008,23.5154392
60810, Central Coast (Tas.),2009,23.76943424
60810, Central Coast (Tas.),2010,23.88946565
60810, Central Coast (Tas.),2011,23.93340572
60810, Central Coast (Tas.),2012,23.84016703
60810, Central Coast (Tas.),2013,23.70834682
60810, Central Coast (Tas.),2014,23.56580952
60810, Central Coast (Tas.),2015,23.41362684
60810, Central Coast (Tas.),2016,23.29466714
60810, Central Coast (Tas.),2017,23.64940283
60810, Central Coast (Tas.),2018,24.00628193
60810, Central Coast (Tas.),2019,24.33851172
60810, Central Coast (Tas.),2020,24.78970122
60810, Central Coast (Tas.),2021,24.94724244
56860, Nungarin,2001,0.236701716
56860, Nungarin,2002,0.234128871
56860, Nungarin,2003,0.230698412
56860, Nungarin,2004,0.228125567
56860, Nungarin,2005,0.221264648
56860, Nungarin,2006,0.218691803
56860, Nungarin,2007,0.216118958
56860, Nungarin,2008,0.211830883
56860, Nungarin,2009,0.204112349
56860, Nungarin,2010,0.20068189
56860, Nungarin,2011,0.202397119
56860, Nungarin,2012,0.210973269
56860, Nungarin,2013,0.217834188
56860, Nungarin,2014,0.219549418
56860, Nungarin,2015,0.222122262
56860, Nungarin,2016,0.222122262
56860, Nungarin,2017,0.220407033
56860, Nungarin,2018,0.220407033
56860, Nungarin,2019,0.223837492
56860, Nungarin,2020,0.224695107
56860, Nungarin,2021,0.225552722
43080, Karoonda East Murray,2001,0.288962624
43080, Karoonda East Murray,2002,0.284886349
43080, Karoonda East Murray,2003,0.279224855
43080, Karoonda East Murray,2004,0.27537504
43080, Karoonda East Murray,2005,0.271751684
43080, Karoonda East Murray,2006,0.269260627
43080, Karoonda East Murray,2007,0.263372674
43080, Karoonda East Murray,2008,0.256805342
43080, Karoonda East Murray,2009,0.251370308
43080, Karoonda East Murray,2010,0.243670677
43080, Karoonda East Murray,2011,0.237782724
43080, Karoonda East Murray,2012,0.243217757
43080, Karoonda East Murray,2013,0.246388194
43080, Karoonda East Murray,2014,0.24978509
43080, Karoonda East Murray,2015,0.253181986
43080, Karoonda East Murray,2016,0.253861365
43080, Karoonda East Murray,2017,0.248652791
43080, Karoonda East Murray,2018,0.245482355
43080, Karoonda East Murray,2019,0.242538378
43080, Karoonda East Murray,2020,0.240047321
43080, Karoonda East Murray,2021,0.23212123
10950, Bogan,2001,0.21616587
10950, Bogan,2002,0.212672695
10950, Bogan,2003,0.209042533
10950, Bogan,2004,0.207330193
10950, Bogan,2005,0.203015095
10950, Bogan,2006,0.201302754
10950, Bogan,2007,0.203563044
10950, Bogan,2008,0.204932916
10950, Bogan,2009,0.205412371
10950, Bogan,2010,0.206371282
10950, Bogan,2011,0.206097308
10950, Bogan,2012,0.20424798
10950, Bogan,2013,0.200412337
10950, Bogan,2014,0.198220541
10950, Bogan,2015,0.194932847
10950, Bogan,2016,0.18931637
10950, Bogan,2017,0.185412234
10950, Bogan,2018,0.181234123
10950, Bogan,2019,0.178083416
10950, Bogan,2020,0.171987484
10950, Bogan,2021,0.169932675
16610, Richmond Valley,2001,6.895771403
16610, Richmond Valley,2002,6.961073512
16610, Richmond Valley,2003,6.961073512
16610, Richmond Valley,2004,6.945978552
16610, Richmond Valley,2005,6.975184017
16610, Richmond Valley,2006,7.130071431
16610, Richmond Valley,2007,7.241314721
16610, Richmond Valley,2008,7.314820612
16610, Richmond Valley,2009,7.356167676
16610, Richmond Valley,2010,7.41523491
16610, Richmond Valley,2011,7.454613066
16610, Richmond Valley,2012,7.497600886
16610, Richmond Valley,2013,7.541245009
16610, Richmond Valley,2014,7.576029046
16610, Richmond Valley,2015,7.596046276
16610, Richmond Valley,2016,7.631486616
16610, Richmond Valley,2017,7.653800904
16610, Richmond Valley,2018,7.685303429
16610, Richmond Valley,2019,7.708602171
16610, Richmond Valley,2020,7.727306795
16610, Richmond Valley,2021,7.740760999
51470, Carnamah,2001,0.281093426
51470, Carnamah,2002,0.275520322
51470, Carnamah,2003,0.277610236
51470, Carnamah,2004,0.275172003
51470, Carnamah,2005,0.275520322
51470, Carnamah,2006,0.275868641
51470, Carnamah,2007,0.258801011
51470, Carnamah,2008,0.244868251
51470, Carnamah,2009,0.223272474
51470, Carnamah,2010,0.210384671
51470, Carnamah,2011,0.192968721
51470, Carnamah,2012,0.195406954
51470, Carnamah,2013,0.197148549
51470, Carnamah,2014,0.197148549
51470, Carnamah,2015,0.197845187
51470, Carnamah,2016,0.196451911
51470, Carnamah,2017,0.19680023
51470, Carnamah,2018,0.193665359
51470, Carnamah,2019,0.19331704
51470, Carnamah,2020,0.193665359
51470, Carnamah,2021,0.199586782
55530, Mingenew,2001,0.302860267
55530, Mingenew,2002,0.302343441
55530, Mingenew,2003,0.301309788
55530, Mingenew,2004,0.288389128
55530, Mingenew,2005,0.269266552
55530, Mingenew,2006,0.260480503
55530, Mingenew,2007,0.255829065
55530, Mingenew,2008,0.249627149
55530, Mingenew,2009,0.246009364
55530, Mingenew,2010,0.24652619
55530, Mingenew,2011,0.252728107
55530, Mingenew,2012,0.25221128
55530, Mingenew,2013,0.251694454
55530, Mingenew,2014,0.249110322
55530, Mingenew,2015,0.244975711
55530, Mingenew,2016,0.240324273
55530, Mingenew,2017,0.232571878
55530, Mingenew,2018,0.224302655
55530, Mingenew,2019,0.22223535
55530, Mingenew,2020,0.218100738
55530, Mingenew,2021,0.218617565
57080, Perth,2001,765.2819747
57080, Perth,2002,818.8007427
57080, Perth,2003,854.0430335
57080, Perth,2004,926.9304984
57080, Perth,2005,1014.963411
57080, Perth,2006,1109.112753
57080, Perth,2007,1194.669968
57080, Perth,2008,1303.746314
57080, Perth,2009,1448.865912
57080, Perth,2010,1511.923399
57080, Perth,2011,1559.398551
57080, Perth,2012,1679.542724
57080, Perth,2013,1770.633852
57080, Perth,2014,1839.079623
57080, Perth,2015,1900.171114
57080, Perth,2016,1957.184986
57080, Perth,2017,1975.825536
57080, Perth,2018,2000.291259
57080, Perth,2019,2058.033276
57080, Perth,2020,2159.24564
57080, Perth,2021,2160.192231
37400, Winton,2001,0.029453585
37400, Winton,2002,0.029119097
37400, Winton,2003,0.028673112
37400, Winton,2004,0.027372322
37400, Winton,2005,0.027019251
37400, Winton,2006,0.026443187
37400, Winton,2007,0.026071533
37400, Winton,2008,0.025495469
37400, Winton,2009,0.025476887
37400, Winton,2010,0.025253894
37400, Winton,2011,0.025644131
37400, Winton,2012,0.024993736
37400, Winton,2013,0.024380507
37400, Winton,2014,0.02371153
37400, Winton,2015,0.022708064
37400, Winton,2016,0.02144444
37400, Winton,2017,0.021370109
37400, Winton,2018,0.021481605
37400, Winton,2019,0.021388692
37400, Winton,2020,0.021017038
37400, Winton,2021,0.021035621
17420, The Hills Shire,2001,303.7640263
17420, The Hills Shire,2002,316.6292166
17420, The Hills Shire,2003,328.0986062
17420, The Hills Shire,2004,336.9965115
17420, The Hills Shire,2005,344.9725152
17420, The Hills Shire,2006,352.2260172
17420, The Hills Shire,2007,357.4544429
17420, The Hills Shire,2008,365.7308415
17420, The Hills Shire,2009,373.9088348
17420, The Hills Shire,2010,378.7229227
17420, The Hills Shire,2011,382.6902076
17420, The Hills Shire,2012,388.2837686
17420, The Hills Shire,2013,394.7319014
17420, The Hills Shire,2014,402.3375906
17420, The Hills Shire,2015,411.5954519
17420, The Hills Shire,2016,422.041945
17420, The Hills Shire,2017,435.8005512
17420, The Hills Shire,2018,447.6014111
17420, The Hills Shire,2019,465.5707258
17420, The Hills Shire,2020,482.1779048
17420, The Hills Shire,2021,498.523533
51330, Canning,2001,1194.128772
51330, Canning,2002,1209.881148
51330, Canning,2003,1220.516314
51330, Canning,2004,1230.642842
51330, Canning,2005,1237.085595
51330, Canning,2006,1247.443322
51330, Canning,2007,1281.198414
51330, Canning,2008,1312.209941
51330, Canning,2009,1344.685731
51330, Canning,2010,1367.86731
51330, Canning,2011,1398.539745
51330, Canning,2012,1421.058554
51330, Canning,2013,1441.003343
51330, Canning,2014,1446.428819
51330, Canning,2015,1448.21676
51330, Canning,2016,1444.733358
51330, Canning,2017,1456.216255
51330, Canning,2018,1468.901387
51330, Canning,2019,1489.139029
51330, Canning,2020,1523.803505
51330, Canning,2021,1531.325188
58190, Tammin,2001,0.402108756
58190, Tammin,2002,0.398477978
58190, Tammin,2003,0.398477978
58190, Tammin,2004,0.386677946
58190, Tammin,2005,0.381231778
58190, Tammin,2006,0.378508694
58190, Tammin,2007,0.377600999
58190, Tammin,2008,0.378508694
58190, Tammin,2009,0.383047167
58190, Tammin,2010,0.379416389
58190, Tammin,2011,0.376693304
58190, Tammin,2012,0.37578561
58190, Tammin,2013,0.376693304
58190, Tammin,2014,0.37578561
58190, Tammin,2015,0.37397022
58190, Tammin,2016,0.369431747
58190, Tammin,2017,0.370339442
58190, Tammin,2018,0.369431747
58190, Tammin,2019,0.364893273
58190, Tammin,2020,0.362170189
58190, Tammin,2021,0.363985579
48260, Walkerville,2001,1981.586402
48260, Walkerville,2002,1989.518414
48260, Walkerville,2003,2000.283286
48260, Walkerville,2004,2011.614731
48260, Walkerville,2005,2016.430595
48260, Walkerville,2006,2033.711048
48260, Walkerville,2007,2039.376771
48260, Walkerville,2008,2046.175637
48260, Walkerville,2009,2056.373938
48260, Walkerville,2010,2065.155807
48260, Walkerville,2011,2070.254958
48260, Walkerville,2012,2086.968839
48260, Walkerville,2013,2096.033994
48260, Walkerville,2014,2109.631728
48260, Walkerville,2015,2190.368272
48260, Walkerville,2016,2204.249292
48260, Walkerville,2017,2232.577904
48260, Walkerville,2018,2261.756374
48260, Walkerville,2019,2285.269122
48260, Walkerville,2020,2315.014164
48260, Walkerville,2021,2292.067989
50420, Bayswater,2001,1688.366087
50420, Bayswater,2002,1687.96166
50420, Bayswater,2003,1689.752693
50420, Bayswater,2004,1690.070457
50420, Bayswater,2005,1685.419549
50420, Bayswater,2006,1722.626809
50420, Bayswater,2007,1759.574081
50420, Bayswater,2008,1808.856368
50420, Bayswater,2009,1854.354376
50420, Bayswater,2010,1888.35511
50420, Bayswater,2011,1930.848805
50420, Bayswater,2012,1968.489379
50420, Bayswater,2013,1995.643746
50420, Bayswater,2014,2000.641305
50420, Bayswater,2015,1997.17479
50420, Bayswater,2016,1987.20856
50420, Bayswater,2017,1995.932623
50420, Bayswater,2018,2003.587843
50420, Bayswater,2019,2026.929043
50420, Bayswater,2020,2063.414113
50420, Bayswater,2021,2074.015871
51710, Christmas Island,2001,10.59237995
51710, Christmas Island,2002,10.02676743
51710, Christmas Island,2003,9.821090148
51710, Christmas Island,2004,9.953311257
51710, Christmas Island,2005,10.13695169
51710, Christmas Island,2006,10.30590088
51710, Christmas Island,2007,11.52527333
51710, Christmas Island,2008,12.81810195
51710, Christmas Island,2009,14.27987977
51710, Christmas Island,2010,15.5359803
51710, Christmas Island,2011,15.91795239
51710, Christmas Island,2012,15.47721536
51710, Christmas Island,2013,14.99240463
51710, Christmas Island,2014,14.53697637
51710, Christmas Island,2015,14.16969551
51710, Christmas Island,2016,13.97870946
51710, Christmas Island,2017,13.78772342
51710, Christmas Island,2018,13.58204614
51710, Christmas Island,2019,13.22945651
51710, Christmas Island,2020,12.86952127
51710, Christmas Island,2021,12.60507905
54280, Kalgoorlie-Boulder,2001,0.311737267
54280, Kalgoorlie-Boulder,2002,0.311381247
54280, Kalgoorlie-Boulder,2003,0.314679666
54280, Kalgoorlie-Boulder,2004,0.313496424
54280, Kalgoorlie-Boulder,2005,0.312616845
54280, Kalgoorlie-Boulder,2006,0.315035686
54280, Kalgoorlie-Boulder,2007,0.316752958
54280, Kalgoorlie-Boulder,2008,0.323663932
54280, Kalgoorlie-Boulder,2009,0.329569673
54280, Kalgoorlie-Boulder,2010,0.332459716
54280, Kalgoorlie-Boulder,2011,0.337255513
54280, Kalgoorlie-Boulder,2012,0.343967535
54280, Kalgoorlie-Boulder,2013,0.348344485
54280, Kalgoorlie-Boulder,2014,0.340292153
54280, Kalgoorlie-Boulder,2015,0.332438774
54280, Kalgoorlie-Boulder,2016,0.32293095
54280, Kalgoorlie-Boulder,2017,0.323873355
54280, Kalgoorlie-Boulder,2018,0.32239692
54280, Kalgoorlie-Boulder,2019,0.321286976
54280, Kalgoorlie-Boulder,2020,0.320951898
54280, Kalgoorlie-Boulder,2021,0.321192735
40700, Burnside,2001,1540.901873
40700, Burnside,2002,1548.3878
40700, Burnside,2003,1552.784874
40700, Burnside,2004,1562.523848
40700, Burnside,2005,1572.480858
40700, Burnside,2006,1577.641061
40700, Burnside,2007,1582.546887
40700, Burnside,2008,1587.234677
40700, Burnside,2009,1597.809458
40700, Burnside,2010,1602.242871
40700, Burnside,2011,1602.279211
40700, Burnside,2012,1609.183707
40700, Burnside,2013,1615.543111
40700, Burnside,2014,1623.574131
40700, Burnside,2015,1633.022389
40700, Burnside,2016,1643.124757
40700, Burnside,2017,1657.696878
40700, Burnside,2018,1669.180146
40700, Burnside,2019,1678.446706
40700, Burnside,2020,1689.784616
40700, Burnside,2021,1687.749607
32500, Cook,2001,0.034393467
32500, Cook,2002,0.034525895
32500, Cook,2003,0.034156988
32500, Cook,2004,0.034961016
32500, Cook,2005,0.034298875
32500, Cook,2006,0.033721867
32500, Cook,2007,0.034525895
32500, Cook,2008,0.035821798
32500, Cook,2009,0.037723087
32500, Cook,2010,0.039113582
32500, Cook,2011,0.041705389
32500, Cook,2012,0.039775723
32500, Cook,2013,0.039936528
32500, Cook,2014,0.038451442
32500, Cook,2015,0.039889233
32500, Cook,2016,0.04069326
32500, Cook,2017,0.041752685
32500, Cook,2018,0.042320234
32500, Cook,2019,0.04291616
32500, Cook,2020,0.043389118
32500, Cook,2021,0.04380532
22910, Hepburn,2001,9.686457622
22910, Hepburn,2002,9.634861689
22910, Hepburn,2003,9.581907967
22910, Hepburn,2004,9.570366772
22910, Hepburn,2005,9.486183933
22910, Hepburn,2006,9.454275921
22910, Hepburn,2007,9.514018581
22910, Hepburn,2008,9.631467219
22910, Hepburn,2009,9.786933914
22910, Hepburn,2010,9.885373524
22910, Hepburn,2011,9.931538306
22910, Hepburn,2012,10.0646015
22910, Hepburn,2013,10.19834359
22910, Hepburn,2014,10.3083244
22910, Hepburn,2015,10.41015848
22910, Hepburn,2016,10.53982721
22910, Hepburn,2017,10.65727584
22910, Hepburn,2018,10.784229
22910, Hepburn,2019,10.91797109
22910, Hepburn,2020,11.07275889
22910, Hepburn,2021,11.18545527
20910, Bayside (Vic.),2001,2371.926656
20910, Bayside (Vic.),2002,2384.154191
20910, Bayside (Vic.),2003,2394.124334
20910, Bayside (Vic.),2004,2402.347687
20910, Bayside (Vic.),2005,2415.22019
20910, Bayside (Vic.),2006,2440.320227
20910, Bayside (Vic.),2007,2473.482375
20910, Bayside (Vic.),2008,2513.631685
20910, Bayside (Vic.),2009,2548.970603
20910, Bayside (Vic.),2010,2568.964637
20910, Bayside (Vic.),2011,2583.07333
20910, Bayside (Vic.),2012,2605.969724
20910, Bayside (Vic.),2013,2640.394936
20910, Bayside (Vic.),2014,2681.914805
